CustomerID,Gender,Location,Tenure_Months
11111,Male,Miami,18
11112,Male,Houston,7
11113,Female,Houston,50
11114,Male,Los Angeles,26
11115,Male,Miami,8
11116,Male,Houston,6
11117,Male,Houston,30
11118,Male,New York,39
11119,Male,Houston,23
11120,Female,New York,32
11121,Female,Miami,22
11122,Male,Miami,42
11123,Male,Miami,43
11124,Male,Chicago,57
11125,Female,Miami,45
11126,Female,Houston,9
11127,Female,Los Angeles,31
11128,Female,New York,7
11129,Female,Chicago,9
11130,Female,Miami,13
11131,Female,Miami,58
11132,Female,Los Angeles,3
11133,Female,Los Angeles,35
11134,Male,Chicago,33
11135,Male,New York,21
11136,Male,Miami,31
11137,Male,Chicago,52
11138,Female,Houston,34
11139,Female,Houston,32
11140,Male,Chicago,57
11141,Female,Miami,35
11142,Male,Chicago,15
11143,Female,Miami,56
11144,Male,Los Angeles,32
11145,Female,Chicago,6
11146,Female,Miami,45
11147,Male,Chicago,21
11148,Female,Chicago,33
11149,Male,Miami,32
11150,Male,Miami,52
11151,Male,New York,19
11152,Male,Chicago,33
11153,Female,Houston,28
11154,Female,Chicago,31
11155,Female,Chicago,21
11156,Male,Miami,54
11157,Female,Chicago,34
11158,Male,Chicago,15
11159,Female,Houston,14
11160,Female,Miami,19
11161,Female,Chicago,43
11162,Male,Los Angeles,15
11163,Female,New York,6
11164,Female,Houston,52
11165,Male,Chicago,9
11166,Female,Los Angeles,37
11167,Male,Chicago,20
11168,Female,Chicago,34
11169,Male,Miami,38
11170,Male,Miami,26
11171,Female,Miami,18
11172,Male,Los Angeles,28
11173,Male,Chicago,55
11174,Male,New York,51
11175,Male,Houston,9
11176,Male,Miami,32
11177,Male,Miami,59
11178,Female,Chicago,53
11179,Male,Chicago,56
11180,Male,Los Angeles,59
11181,Female,Los Angeles,6
11182,Female,Miami,14
11183,Female,Chicago,28
11184,Female,New York,58
11185,Female,Houston,24
11186,Female,Chicago,13
11187,Female,Chicago,43
11188,Male,Los Angeles,12
11189,Male,Houston,51
11190,Female,Miami,19
11191,Male,Chicago,21
11192,Male,Miami,27
11193,Male,Chicago,58
11194,Female,Miami,19
11195,Female,Houston,24
11196,Male,Los Angeles,26
11197,Female,Houston,45
11198,Male,New York,28
11199,Male,Los Angeles,46
11200,Male,Houston,56
11201,Male,New York,18
11202,Female,Chicago,44
11203,Female,Chicago,36
11204,Female,Miami,42
11205,Male,Los Angeles,29
11206,Female,Chicago,17
11207,Male,Los Angeles,4
11208,Female,Chicago,44
11209,Male,Miami,45
11210,Male,Houston,59
11211,Male,Miami,29
11212,Female,New York,4
11213,Female,Chicago,10
11214,Female,New York,25
11215,Female,New York,31
11216,Male,Los Angeles,3
11217,Female,Chicago,47
11218,Female,New York,2
11219,Male,Houston,57
11220,Male,New York,25
11221,Male,Houston,49
11222,Female,Los Angeles,6
11223,Male,New York,26
11224,Male,Miami,8
11225,Male,Los Angeles,35
11226,Female,Houston,27
11227,Male,Los Angeles,25
11228,Female,New York,18
11229,Female,Chicago,54
11230,Male,Chicago,1
11231,Male,Houston,48
11232,Female,Houston,39
11233,Male,Chicago,3
11234,Male,Houston,55
11235,Female,Los Angeles,4
11236,Female,Miami,41
11237,Male,Miami,37
11238,Female,Los Angeles,51
11239,Male,Miami,15
11240,Male,New York,8
11241,Male,Los Angeles,38
11242,Female,Houston,50
11243,Male,Los Angeles,19
11244,Male,Chicago,56
11245,Male,Houston,47
11246,Female,Chicago,26
11247,Female,Houston,39
11248,Female,Miami,10
11249,Female,Los Angeles,38
11250,Female,New York,14
11251,Male,Houston,49
11252,Female,Houston,41
11253,Female,Chicago,19
11254,Female,Miami,30
11255,Male,Chicago,5
11256,Female,Chicago,55
11257,Female,Miami,31
11258,Male,New York,7
11259,Female,Chicago,19
11260,Male,Chicago,31
11261,Male,Houston,52
11262,Male,Miami,58
11263,Male,Los Angeles,39
11264,Male,New York,24
11265,Female,New York,34
11266,Male,Miami,57
11267,Male,Houston,23
11268,Female,Houston,48
11269,Male,Miami,45
11270,Female,Houston,40
11271,Female,New York,6
11272,Female,New York,38
11273,Male,Los Angeles,41
11274,Male,Miami,36
11275,Male,Chicago,27
11276,Female,Chicago,11
11277,Male,Los Angeles,5
11278,Male,Los Angeles,57
11279,Male,Houston,17
11280,Female,Los Angeles,52
11281,Female,Los Angeles,7
11282,Male,Chicago,27
11283,Male,Houston,47
11284,Male,Los Angeles,57
11285,Male,Los Angeles,15
11286,Female,Houston,46
11287,Female,Miami,13
11288,Female,Houston,11
11289,Female,Chicago,45
11290,Male,Miami,26
11291,Male,New York,22
11292,Male,Houston,28
11293,Female,Chicago,24
11294,Male,Miami,29
11295,Female,Houston,9
11296,Female,Los Angeles,42
11297,Male,Houston,4
11298,Male,New York,49
11299,Male,Houston,46
11300,Female,Miami,56
11301,Male,Miami,18
11302,Female,Houston,43
11303,Male,Miami,16
11304,Female,Los Angeles,33
11305,Female,Houston,29
11306,Male,Los Angeles,39
11307,Female,Los Angeles,10
11308,Female,Chicago,9
11309,Male,Houston,59
11310,Female,Miami,31
11311,Male,Los Angeles,28
11312,Female,Chicago,57
11313,Male,Houston,3
11314,Male,Houston,54
11315,Female,New York,55
11316,Female,New York,14
11317,Female,Los Angeles,58
11318,Female,New York,25
11319,Female,Los Angeles,15
11320,Male,Miami,2
11321,Female,Los Angeles,24
11322,Male,New York,14
11323,Male,Miami,48
11324,Female,New York,7
11325,Male,Los Angeles,36
11326,Male,Chicago,50
11327,Male,Houston,24
11328,Male,New York,27
11329,Female,Los Angeles,37
11330,Male,Miami,38
11331,Female,New York,30
11332,Female,New York,27
11333,Male,Houston,39
11334,Female,Los Angeles,15
11335,Female,Chicago,26
11336,Female,Miami,1
11337,Male,Los Angeles,56
11338,Female,Miami,4
11339,Female,New York,29
11340,Female,Houston,57
11341,Male,Houston,1
11342,Female,Chicago,43
11343,Male,Houston,50
11344,Male,New York,46
11345,Male,Chicago,22
11346,Male,Los Angeles,11
11347,Male,Houston,10
11348,Male,Chicago,59
11349,Female,New York,17
11350,Male,Miami,36
11351,Female,Miami,56
11352,Female,New York,47
11353,Male,New York,26
11354,Female,Miami,48
11355,Female,Chicago,21
11356,Female,Miami,13
11357,Female,New York,9
11358,Male,Houston,11
11359,Female,Los Angeles,11
11360,Male,Houston,6
11361,Female,Houston,1
11362,Female,New York,54
11363,Male,Miami,6
11364,Female,Chicago,13
11365,Female,Houston,22
11366,Female,Miami,56
11367,Male,Chicago,31
11368,Female,Houston,22
11369,Male,Chicago,37
11370,Female,Miami,47
11371,Male,Los Angeles,27
11372,Male,Miami,50
11373,Female,New York,52
11374,Female,Chicago,14
11375,Male,Los Angeles,47
11376,Male,Chicago,58
11377,Female,Chicago,5
11378,Male,Houston,58
11379,Female,New York,36
11380,Female,Chicago,32
11381,Female,Miami,34
11382,Female,Miami,7
11383,Male,Houston,42
11384,Female,New York,48
11385,Male,New York,10
11386,Female,Miami,50
11387,Male,Los Angeles,17
11388,Female,Houston,30
11389,Male,Houston,21
11390,Male,Miami,13
11391,Female,Miami,1
11392,Female,Los Angeles,1
11393,Female,Los Angeles,47
11394,Female,New York,33
11395,Male,Houston,38
11396,Female,Houston,25
11397,Male,Miami,26
11398,Male,New York,13
11399,Female,Houston,59
11400,Male,New York,28
11401,Male,New York,33
11402,Male,Miami,37
11403,Male,New York,41
11404,Female,Los Angeles,30
11405,Female,Los Angeles,57
11406,Female,Chicago,49
11407,Female,Miami,48
11408,Male,Chicago,8
11409,Male,Los Angeles,49
11410,Female,Chicago,47
11411,Female,Miami,56
11412,Female,Miami,1
11413,Male,New York,12
11414,Female,Houston,5
11415,Female,New York,24
11416,Female,Miami,6
11417,Male,Los Angeles,25
11418,Male,Los Angeles,1
11419,Male,New York,25
11420,Male,Miami,1
11421,Male,Los Angeles,32
11422,Male,Miami,42
11423,Male,Los Angeles,42
11424,Male,Miami,3
11425,Female,Chicago,49
11426,Female,Miami,19
11427,Male,Miami,43
11428,Male,New York,29
11429,Female,Chicago,50
11430,Male,Houston,2
11431,Male,New York,9
11432,Male,Houston,56
11433,Female,Los Angeles,17
11434,Female,Houston,46
11435,Female,Miami,36
11436,Female,Houston,17
11437,Female,New York,49
11438,Male,New York,12
11439,Female,Houston,20
11440,Male,New York,50
11441,Male,New York,3
11442,Female,Houston,43
11443,Female,Chicago,57
11444,Male,Chicago,50
11445,Male,Los Angeles,4
11446,Male,New York,17
11447,Female,Houston,50
11448,Female,New York,37
11449,Female,Miami,46
11450,Female,New York,42
11451,Female,New York,15
11452,Male,Chicago,33
11453,Female,Houston,16
11454,Male,New York,11
11455,Male,Chicago,55
11456,Male,Los Angeles,20
11457,Female,Chicago,38
11458,Female,Chicago,24
11459,Female,Chicago,54
11460,Male,New York,16
11461,Male,New York,30
11462,Male,Los Angeles,34
11463,Male,Miami,1
11464,Male,Miami,24
11465,Male,Miami,24
11466,Female,Los Angeles,9
11467,Female,Miami,22
11468,Female,Miami,12
11469,Female,Chicago,17
11470,Male,New York,25
11471,Male,New York,28
11472,Female,Chicago,15
11473,Male,Chicago,30
11474,Female,Chicago,51
11475,Female,New York,27
11476,Female,Miami,22
11477,Male,Chicago,10
11478,Female,Los Angeles,58
11479,Female,Chicago,31
11480,Female,Houston,27
11481,Male,Chicago,12
11482,Male,New York,46
11483,Female,Chicago,31
11484,Male,Houston,32
11485,Male,Los Angeles,32
11486,Male,Miami,41
11487,Male,Chicago,59
11488,Male,Houston,45
11489,Male,Houston,35
11490,Male,Los Angeles,53
11491,Male,New York,46
11492,Male,Chicago,21
11493,Male,Houston,10
11494,Female,Los Angeles,16
11495,Female,Miami,7
11496,Male,Houston,4
11497,Female,Los Angeles,27
11498,Female,New York,52
11499,Male,New York,55
11500,Male,Houston,25
11501,Male,Houston,31
11502,Female,Chicago,11
11503,Female,Los Angeles,48
11504,Male,Houston,20
11505,Male,Chicago,36
11506,Male,Chicago,54
11507,Female,Houston,54
11508,Female,New York,55
11509,Female,Los Angeles,17
11510,Female,Los Angeles,45
11511,Male,New York,11
11512,Male,Houston,30
11513,Male,Los Angeles,35
11514,Male,Houston,41
11515,Female,Houston,38
11516,Female,Chicago,22
11517,Male,New York,53
11518,Male,Houston,43
11519,Female,Miami,48
11520,Male,New York,51
11521,Female,Los Angeles,27
11522,Male,Chicago,37
11523,Male,Los Angeles,46
11524,Male,Los Angeles,49
11525,Male,New York,35
11526,Male,Los Angeles,4
11527,Male,Houston,16
11528,Male,Los Angeles,16
11529,Female,Chicago,21
11530,Female,Chicago,26
11531,Female,Miami,57
11532,Female,Chicago,36
11533,Female,Los Angeles,19
11534,Male,Chicago,58
11535,Male,New York,17
11536,Female,Chicago,45
11537,Male,Houston,26
11538,Female,New York,22
11539,Female,Miami,55
11540,Male,Houston,58
11541,Male,Los Angeles,56
11542,Male,Los Angeles,28
11543,Female,Los Angeles,1
11544,Male,Houston,44
11545,Female,Houston,36
11546,Female,Houston,43
11547,Female,New York,37
11548,Male,New York,2
11549,Male,Los Angeles,17
11550,Female,Chicago,40
11551,Male,Los Angeles,38
11552,Male,Miami,21
11553,Male,New York,9
11554,Female,Houston,13
11555,Female,New York,11
11556,Male,Houston,16
11557,Female,Miami,16
11558,Male,Miami,59
11559,Male,New York,2
11560,Male,Houston,42
11561,Male,Miami,44
11562,Female,Los Angeles,8
11563,Female,Los Angeles,43
11564,Female,Houston,42
11565,Male,New York,13
11566,Male,Miami,57
11567,Male,New York,17
11568,Female,Los Angeles,39
11569,Male,Miami,24
11570,Female,New York,3
11571,Female,Chicago,30
11572,Female,Houston,52
11573,Female,Houston,13
11574,Female,Chicago,19
11575,Female,Los Angeles,7
11576,Male,Miami,9
11577,Male,Houston,19
11578,Female,Chicago,45
11579,Female,Chicago,54
11580,Male,Los Angeles,40
11581,Female,Los Angeles,22
11582,Female,New York,18
11583,Male,Houston,23
11584,Female,New York,2
11585,Female,Chicago,50
11586,Female,Miami,50
11587,Male,Miami,11
11588,Male,Los Angeles,31
11589,Male,Miami,33
11590,Female,Miami,14
11591,Female,Miami,16
11592,Male,Chicago,11
11593,Female,Miami,33
11594,Female,Miami,7
11595,Female,Miami,31
11596,Female,New York,48
11597,Female,Chicago,46
11598,Male,Los Angeles,47
11599,Female,New York,14
11600,Male,Houston,28
11601,Female,Chicago,53
11602,Male,Chicago,43
11603,Female,Houston,16
11604,Male,Houston,19
11605,Female,Houston,17
11606,Male,Los Angeles,59
11607,Female,Miami,26
11608,Male,Chicago,6
11609,Female,Miami,43
11610,Male,Miami,49
11611,Male,Houston,9
11612,Female,Los Angeles,50
11613,Female,New York,17
11614,Male,Los Angeles,31
11615,Female,Miami,12
11616,Male,Los Angeles,23
11617,Male,Houston,54
11618,Male,New York,54
11619,Female,Houston,5
11620,Male,New York,43
11621,Male,Miami,36
11622,Female,New York,59
11623,Female,New York,36
11624,Female,New York,3
11625,Female,Los Angeles,58
11626,Male,Los Angeles,24
11627,Male,Miami,55
11628,Male,New York,57
11629,Male,Chicago,17
11630,Female,Miami,39
11631,Male,New York,26
11632,Male,New York,4
11633,Female,Los Angeles,55
11634,Male,Miami,45
11635,Male,New York,12
11636,Male,New York,1
11637,Male,Miami,21
11638,Male,Chicago,19
11639,Male,Miami,21
11640,Female,Miami,52
11641,Female,Chicago,18
11642,Male,Miami,43
11643,Male,New York,52
11644,Female,Miami,3
11645,Male,Chicago,49
11646,Male,Houston,44
11647,Male,Miami,32
11648,Female,Los Angeles,10
11649,Male,New York,40
11650,Female,New York,15
11651,Male,Los Angeles,5
11652,Female,Los Angeles,4
11653,Female,Miami,58
11654,Male,Los Angeles,28
11655,Female,Houston,53
11656,Male,Chicago,52
11657,Female,Los Angeles,51
11658,Male,Los Angeles,53
11659,Male,Houston,4
11660,Female,New York,15
11661,Male,New York,17
11662,Male,Miami,44
11663,Female,Houston,3
11664,Male,Chicago,10
11665,Male,Chicago,47
11666,Female,Houston,42
11667,Female,Chicago,56
11668,Male,New York,23
11669,Male,Chicago,18
11670,Female,Chicago,1
11671,Female,Houston,35
11672,Male,Houston,53
11673,Female,Chicago,58
11674,Male,Los Angeles,31
11675,Male,Houston,59
11676,Male,Miami,44
11677,Male,Miami,1
11678,Male,New York,3
11679,Female,Chicago,3
11680,Female,Los Angeles,37
11681,Female,New York,19
11682,Female,Chicago,29
11683,Male,Houston,25
11684,Male,Miami,33
11685,Male,Los Angeles,36
11686,Male,Miami,29
11687,Female,Houston,58
11688,Male,Chicago,26
11689,Male,Houston,4
11690,Female,Houston,49
11691,Female,Miami,14
11692,Female,Los Angeles,50
11693,Female,Houston,27
11694,Male,Miami,33
11695,Male,Los Angeles,22
11696,Female,Chicago,48
11697,Male,Chicago,3
11698,Male,New York,23
11699,Male,Miami,21
11700,Female,Los Angeles,41
11701,Male,Houston,23
11702,Female,Chicago,4
11703,Male,Los Angeles,21
11704,Male,Miami,37
11705,Male,New York,43
11706,Female,Chicago,31
11707,Male,Los Angeles,21
11708,Female,Los Angeles,26
11709,Female,Los Angeles,41
11710,Female,Miami,58
11711,Male,Miami,35
11712,Male,Miami,38
11713,Male,Houston,24
11714,Male,Los Angeles,11
11715,Female,Chicago,41
11716,Female,Miami,29
11717,Female,Miami,47
11718,Male,Los Angeles,55
11719,Female,Miami,3
11720,Male,Houston,1
11721,Female,Houston,52
11722,Male,Miami,54
11723,Male,Los Angeles,19
11724,Female,Los Angeles,46
11725,Female,Los Angeles,49
11726,Female,New York,22
11727,Female,Miami,14
11728,Male,Los Angeles,49
11729,Female,Houston,57
11730,Female,Chicago,59
11731,Female,Chicago,14
11732,Male,Los Angeles,44
11733,Male,Chicago,16
11734,Female,Chicago,33
11735,Male,New York,13
11736,Female,Houston,38
11737,Male,Houston,49
11738,Male,New York,12
11739,Male,New York,55
11740,Male,Chicago,51
11741,Female,Miami,38
11742,Female,Chicago,39
11743,Female,New York,33
11744,Male,Houston,33
11745,Female,Chicago,29
11746,Female,Miami,5
11747,Female,Chicago,6
11748,Male,Los Angeles,31
11749,Male,Chicago,16
11750,Male,New York,31
11751,Female,Houston,25
11752,Female,Houston,48
11753,Female,New York,46
11754,Male,Los Angeles,33
11755,Male,New York,13
11756,Female,Chicago,52
11757,Male,New York,10
11758,Male,New York,24
11759,Male,Los Angeles,10
11760,Male,Chicago,41
11761,Female,Miami,31
11762,Male,Miami,13
11763,Male,Houston,3
11764,Male,New York,59
11765,Male,Houston,50
11766,Female,Los Angeles,52
11767,Female,Miami,34
11768,Male,New York,49
11769,Male,Los Angeles,28
11770,Male,Los Angeles,19
11771,Male,New York,23
11772,Male,Los Angeles,45
11773,Male,New York,32
11774,Female,New York,13
11775,Male,Chicago,33
11776,Female,Houston,34
11777,Female,Los Angeles,33
11778,Male,Los Angeles,56
11779,Female,Chicago,5
11780,Female,Chicago,56
11781,Female,Chicago,3
11782,Female,Miami,7
11783,Female,Miami,24
11784,Female,Miami,22
11785,Male,New York,45
11786,Female,Los Angeles,23
11787,Female,Houston,30
11788,Female,New York,18
11789,Male,Los Angeles,32
11790,Female,Los Angeles,56
11791,Male,Chicago,53
11792,Female,Chicago,7
11793,Male,New York,33
11794,Male,Chicago,5
11795,Female,Los Angeles,49
11796,Female,Chicago,28
11797,Male,Miami,8
11798,Female,Chicago,15
11799,Male,Los Angeles,52
11800,Male,New York,4
11801,Male,Houston,34
11802,Male,Chicago,5
11803,Male,Los Angeles,33
11804,Female,Houston,57
11805,Male,Houston,5
11806,Male,Miami,38
11807,Female,Houston,34
11808,Male,Los Angeles,58
11809,Female,Los Angeles,26
11810,Female,Chicago,1
11811,Female,Chicago,4
11812,Male,Chicago,39
11813,Male,Houston,54
11814,Male,Houston,26
11815,Female,Miami,33
11816,Male,Chicago,33
11817,Female,New York,8
11818,Male,Miami,20
11819,Female,New York,16
11820,Male,Houston,21
11821,Male,Miami,45
11822,Male,Miami,55
11823,Female,Los Angeles,56
11824,Female,Houston,26
11825,Male,Houston,23
11826,Male,Miami,18
11827,Female,Houston,31
11828,Female,Miami,52
11829,Female,Los Angeles,42
11830,Male,Miami,12
11831,Female,Houston,1
11832,Male,Houston,42
11833,Female,Miami,9
11834,Male,Miami,3
11835,Female,Miami,51
11836,Female,Chicago,26
11837,Female,Houston,9
11838,Female,Houston,42
11839,Female,Chicago,51
11840,Male,Miami,16
11841,Female,Los Angeles,24
11842,Female,Miami,50
11843,Female,Miami,14
11844,Male,Chicago,3
11845,Female,Houston,34
11846,Male,Miami,33
11847,Female,Houston,50
11848,Female,New York,24
11849,Male,Houston,9
11850,Female,Los Angeles,13
11851,Male,Los Angeles,2
11852,Male,Miami,7
11853,Female,Houston,48
11854,Male,Miami,21
11855,Female,Chicago,19
11856,Female,Los Angeles,25
11857,Male,Miami,47
11858,Male,Chicago,22
11859,Male,Miami,11
11860,Male,Houston,33
11861,Female,Houston,32
11862,Female,Houston,21
11863,Male,Houston,39
11864,Female,New York,20
11865,Female,Chicago,8
11866,Female,Chicago,42
11867,Female,Houston,37
11868,Male,New York,9
11869,Male,Houston,25
11870,Female,New York,25
11871,Male,Houston,33
11872,Male,Los Angeles,2
11873,Male,Los Angeles,19
11874,Female,Miami,46
11875,Female,Houston,20
11876,Female,Chicago,42
11877,Male,Miami,41
11878,Female,Los Angeles,42
11879,Female,Houston,29
11880,Male,Miami,6
11881,Female,Houston,17
11882,Female,Los Angeles,25
11883,Male,Miami,38
11884,Male,Los Angeles,4
11885,Male,New York,30
11886,Female,Los Angeles,20
11887,Female,Houston,3
11888,Female,Chicago,23
11889,Male,Los Angeles,51
11890,Male,Chicago,18
11891,Female,New York,26
11892,Female,Miami,56
11893,Male,Miami,36
11894,Male,Chicago,8
11895,Male,Miami,17
11896,Male,Los Angeles,31
11897,Female,Chicago,37
11898,Male,Houston,45
11899,Female,Los Angeles,57
11900,Female,Los Angeles,33
11901,Female,Los Angeles,27
11902,Male,Houston,45
11903,Male,New York,4
11904,Male,Miami,22
11905,Male,Chicago,26
11906,Female,New York,32
11907,Male,Chicago,24
11908,Male,Miami,46
11909,Female,Houston,35
11910,Male,Los Angeles,37
11911,Female,Los Angeles,32
11912,Female,Houston,7
11913,Female,New York,33
11914,Female,New York,31
11915,Female,Chicago,55
11916,Female,Houston,12
11917,Female,New York,11
11918,Female,Houston,24
11919,Male,Miami,8
11920,Male,Los Angeles,32
11921,Male,Los Angeles,57
11922,Male,Los Angeles,38
11923,Female,Houston,22
11924,Male,Houston,34
11925,Female,Chicago,19
11926,Male,Los Angeles,52
11927,Male,Chicago,20
11928,Male,Los Angeles,56
11929,Female,Chicago,14
11930,Male,Chicago,33
11931,Female,Miami,10
11932,Female,Chicago,16
11933,Male,Houston,4
11934,Male,Chicago,27
11935,Male,Los Angeles,28
11936,Female,Chicago,43
11937,Male,New York,16
11938,Female,Los Angeles,59
11939,Female,New York,52
11940,Male,Los Angeles,33
11941,Male,Houston,48
11942,Female,Houston,19
11943,Female,Houston,21
11944,Female,New York,22
11945,Male,Miami,9
11946,Female,Los Angeles,9
11947,Male,Houston,9
11948,Female,Los Angeles,27
11949,Female,New York,17
11950,Male,Miami,44
11951,Female,New York,57
11952,Male,Los Angeles,45
11953,Male,Miami,8
11954,Female,Miami,16
11955,Male,New York,18
11956,Male,Houston,59
11957,Female,Los Angeles,33
11958,Male,Chicago,1
11959,Male,Chicago,12
11960,Male,New York,6
11961,Female,Los Angeles,41
11962,Male,Los Angeles,55
11963,Female,New York,5
11964,Female,Los Angeles,59
11965,Male,Houston,16
11966,Male,New York,18
11967,Male,Houston,49
11968,Female,Los Angeles,18
11969,Male,New York,1
11970,Male,Los Angeles,19
11971,Male,New York,54
11972,Male,Los Angeles,8
11973,Male,Houston,3
11974,Female,Houston,58
11975,Female,Los Angeles,25
11976,Male,New York,58
11977,Male,Chicago,5
11978,Male,Houston,55
11979,Male,Houston,40
11980,Female,Chicago,19
11981,Male,Los Angeles,18
11982,Female,New York,50
11983,Female,Los Angeles,53
11984,Male,Miami,31
11985,Female,Houston,33
11986,Female,Miami,47
11987,Female,Houston,18
11988,Female,Houston,57
11989,Male,Miami,39
11990,Male,Miami,16
11991,Female,Los Angeles,16
11992,Male,Miami,47
11993,Male,Los Angeles,38
11994,Male,Los Angeles,41
11995,Male,Los Angeles,7
11996,Male,Houston,14
11997,Female,Houston,43
11998,Male,Miami,53
11999,Male,Houston,48
12000,Male,Miami,25
12001,Male,Houston,32
12002,Female,New York,38
12003,Female,New York,22
12004,Female,Miami,59
12005,Female,Houston,16
12006,Male,Houston,52
12007,Female,Los Angeles,29
12008,Male,Chicago,16
12009,Male,Miami,12
12010,Male,Chicago,17
12011,Male,Chicago,37
12012,Male,Miami,27
12013,Female,Houston,25
12014,Female,Miami,13
12015,Female,Chicago,8
12016,Female,Houston,56
12017,Male,New York,5
12018,Female,Miami,12
12019,Male,Miami,41
12020,Female,Houston,3
12021,Male,New York,35
12022,Male,New York,33
12023,Female,Houston,57
12024,Male,Los Angeles,22
12025,Male,Miami,50
12026,Female,Miami,56
12027,Male,Chicago,44
12028,Female,Houston,9
12029,Female,Chicago,41
12030,Female,Chicago,18
12031,Male,New York,50
12032,Male,Miami,29
12033,Male,Chicago,39
12034,Female,New York,27
12035,Male,Houston,36
12036,Female,Chicago,45
12037,Female,Miami,17
12038,Male,Chicago,56
12039,Female,Houston,34
12040,Male,Chicago,46
12041,Male,Miami,3
12042,Male,New York,5
12043,Male,Miami,14
12044,Male,New York,3
12045,Female,Los Angeles,23
12046,Female,Miami,39
12047,Female,Miami,30
12048,Male,Houston,50
12049,Male,Chicago,45
12050,Male,New York,23
12051,Female,New York,27
12052,Male,Houston,54
12053,Female,Houston,10
12054,Female,Chicago,25
12055,Male,Chicago,13
12056,Male,Miami,16
12057,Female,Los Angeles,41
12058,Male,Chicago,34
12059,Female,Houston,55
12060,Male,Chicago,37
12061,Male,New York,22
12062,Female,Los Angeles,17
12063,Male,Miami,23
12064,Female,New York,54
12065,Male,New York,36
12066,Female,Los Angeles,49
12067,Female,Miami,9
12068,Male,Houston,52
12069,Female,Miami,2
12070,Male,Chicago,32
12071,Male,New York,56
12072,Male,Chicago,50
12073,Female,Houston,53
12074,Female,Chicago,59
12075,Male,Miami,22
12076,Male,Chicago,43
12077,Female,Houston,13
12078,Male,Houston,8
12079,Male,Houston,59
12080,Female,Miami,1
12081,Male,Houston,17
12082,Female,New York,12
12083,Male,Houston,4
12084,Female,Chicago,53
12085,Male,Chicago,13
12086,Male,Chicago,31
12087,Female,Miami,41
12088,Male,Chicago,59
12089,Female,Miami,7
12090,Male,Miami,23
12091,Female,Houston,24
12092,Female,New York,5
12093,Female,Houston,5
12094,Female,Houston,17
12095,Male,Miami,30
12096,Male,Miami,9
12097,Female,Chicago,6
12098,Female,Chicago,25
12099,Female,Houston,19
12100,Male,Los Angeles,16
12101,Male,Los Angeles,21
12102,Male,Chicago,2
12103,Male,Los Angeles,10
12104,Female,Chicago,16
12105,Female,Miami,37
12106,Female,Houston,15
12107,Male,New York,13
12108,Male,Houston,13
12109,Male,Chicago,32
12110,Female,Chicago,45
12111,Female,Houston,47
12112,Male,Chicago,46
12113,Female,Los Angeles,8
12114,Male,Los Angeles,43
12115,Male,Chicago,18
12116,Female,Chicago,56
12117,Male,Los Angeles,36
12118,Female,Chicago,26
12119,Male,Chicago,10
12120,Female,Houston,31
12121,Female,New York,33
12122,Female,Los Angeles,29
12123,Male,Houston,5
12124,Male,New York,13
12125,Female,Chicago,1
12126,Female,Chicago,23
12127,Male,Houston,40
12128,Male,Chicago,3
12129,Male,Miami,3
12130,Female,Houston,7
12131,Male,New York,36
12132,Male,Houston,35
12133,Female,Los Angeles,15
12134,Male,Houston,40
12135,Male,Chicago,3
12136,Male,Chicago,29
12137,Female,Miami,30
12138,Female,Miami,39
12139,Female,Miami,18
12140,Female,New York,11
12141,Female,Miami,43
12142,Female,New York,49
12143,Female,Miami,38
12144,Male,New York,40
12145,Male,Houston,1
12146,Female,Houston,29
12147,Male,Chicago,10
12148,Male,New York,28
12149,Female,Los Angeles,57
12150,Male,Chicago,31
12151,Male,Houston,19
12152,Male,New York,3
12153,Male,Miami,36
12154,Male,Los Angeles,43
12155,Female,Houston,15
12156,Female,Chicago,33
12157,Female,New York,41
12158,Male,Los Angeles,43
12159,Female,New York,51
12160,Male,Miami,45
12161,Male,Chicago,26
12162,Male,New York,16
12163,Male,Houston,36
12164,Female,Chicago,33
12165,Female,Houston,20
12166,Male,New York,13
12167,Female,Chicago,33
12168,Male,Houston,5
12169,Female,Miami,37
12170,Female,Miami,14
12171,Male,New York,27
12172,Female,Chicago,23
12173,Male,Los Angeles,14
12174,Female,Chicago,40
12175,Male,Miami,4
12176,Male,Houston,39
12177,Female,Los Angeles,52
12178,Female,New York,19
12179,Male,Los Angeles,47
12180,Female,New York,54
12181,Female,Los Angeles,4
12182,Male,New York,30
12183,Male,New York,19
12184,Female,Los Angeles,31
12185,Male,Los Angeles,31
12186,Male,New York,9
12187,Male,Miami,53
12188,Female,Los Angeles,13
12189,Female,Chicago,14
12190,Male,Houston,55
12191,Female,New York,46
12192,Male,New York,54
12193,Female,Houston,10
12194,Male,Miami,48
12195,Male,Houston,31
12196,Female,Los Angeles,37
12197,Male,Houston,23
12198,Female,New York,27
12199,Female,Houston,6
12200,Male,Chicago,26
12201,Male,Los Angeles,2
12202,Female,Houston,45
12203,Male,New York,13
12204,Male,Los Angeles,51
12205,Male,New York,50
12206,Male,Miami,19
12207,Male,Chicago,1
12208,Female,Miami,40
12209,Female,Chicago,32
12210,Male,Houston,22
12211,Male,Los Angeles,48
12212,Male,Houston,29
12213,Female,Chicago,2
12214,Male,Chicago,40
12215,Female,Chicago,38
12216,Female,New York,48
12217,Female,Los Angeles,55
12218,Male,Houston,11
12219,Female,Houston,17
