CustomerID,Transaction_ID,Transaction_Date,Product_SKU,Product_Description,Product_Category,Quantity,Avg_Price,Delivery_Charges,Coupon_Status
11305,201305,05-09-2023,SKU5205,Apparel Product 1305,Apparel,1,287.32,40.07,Not Used
11306,201306,26-06-2023,SKU4641,Home Decor Product 1306,Home Decor,4,662.98,21.98,Used
11307,201307,21-02-2023,SKU4543,Beauty Product 1307,Beauty,3,661.59,5.32,Used
11308,201308,20-03-2023,SKU6591,Electronics Product 1308,Electronics,5,707.96,23.64,Not Used
11309,201309,18-11-2023,SKU8243,Sports Product 1309,Sports,3,992.54,15.26,Not Used
11310,201310,05-03-2023,SKU7116,Electronics Product 1310,Electronics,3,392.83,35.75,Not Used
11311,201311,08-01-2023,SKU7333,Apparel Product 1311,Apparel,2,470.66,13.75,Used
11312,201312,02-08-2023,SKU1761,Beauty Product 1312,Beauty,4,806.57,42.9,Used
11313,201313,25-01-2023,SKU3407,Beauty Product 1313,Beauty,1,582.59,17.02,Not Used
11314,201314,13-09-2023,SKU1885,Home Decor Product 1314,Home Decor,5,46.88,22.69,Not Used
11315,201315,31-08-2023,SKU7222,Apparel Product 1315,Apparel,5,844.65,18.41,Not Used
11316,201316,17-07-2023,SKU3643,Sports Product 1316,Sports,1,60.98,33.98,Not Used
11317,201317,04-04-2023,SKU6110,Home Decor Product 1317,Home Decor,5,179.11,9.55,Not Used
11318,201318,26-07-2023,SKU2468,Apparel Product 1318,Apparel,2,111.06,26.51,Not Used
11319,201319,15-01-2023,SKU7292,Home Decor Product 1319,Home Decor,3,87.15,20.05,Not Used
11320,201320,27-06-2023,SKU9201,Electronics Product 1320,Electronics,2,35.43,44.79,Not Used
11321,201321,16-03-2023,SKU6661,Apparel Product 1321,Apparel,2,64.48,8.3,Not Used
11322,201322,14-04-2023,SKU9983,Sports Product 1322,Sports,2,448.01,42.34,Used
11323,201323,21-10-2023,SKU7063,Sports Product 1323,Sports,1,260.32,12.55,Used
11324,201324,17-06-2023,SKU8015,Apparel Product 1324,Apparel,4,135.27,8.99,Not Used
11325,201325,25-04-2023,SKU7323,Home Decor Product 1325,Home Decor,1,662.12,14.1,Not Used
11326,201326,08-02-2023,SKU9935,Beauty Product 1326,Beauty,1,233.85,9.62,Used
11327,201327,30-12-2023,SKU3428,Apparel Product 1327,Apparel,2,28.76,28.44,Used
11328,201328,30-09-2023,SKU8108,Sports Product 1328,Sports,4,424.24,49.47,Used
11329,201329,15-05-2023,SKU2354,Electronics Product 1329,Electronics,1,317.33,6.54,Used
11330,201330,20-08-2023,SKU6827,Sports Product 1330,Sports,4,325.42,25.75,Not Used
11331,201331,08-02-2023,SKU3480,Beauty Product 1331,Beauty,2,450.82,22.37,Not Used
11332,201332,18-10-2023,SKU2186,Sports Product 1332,Sports,1,672.22,20.28,Used
11333,201333,03-11-2023,SKU7909,Beauty Product 1333,Beauty,4,620.31,19.93,Not Used
11334,201334,16-02-2023,SKU5087,Apparel Product 1334,Apparel,5,937.89,45.28,Not Used
11335,201335,05-02-2023,SKU7228,Sports Product 1335,Sports,1,522.54,5.85,Not Used
11336,201336,16-11-2023,SKU3831,Home Decor Product 1336,Home Decor,1,477.84,39.87,Used
11337,201337,05-04-2023,SKU4661,Home Decor Product 1337,Home Decor,1,221.28,16.38,Used
11338,201338,27-12-2023,SKU2748,Sports Product 1338,Sports,4,757.83,22.25,Not Used
11339,201339,13-01-2023,SKU8934,Sports Product 1339,Sports,3,149.37,23.91,Used
11340,201340,26-05-2023,SKU8552,Electronics Product 1340,Electronics,1,496.22,18.71,Used
11341,201341,06-03-2023,SKU4264,Sports Product 1341,Sports,5,427.11,9.21,Used
11342,201342,16-08-2023,SKU6372,Electronics Product 1342,Electronics,5,661.72,10.14,Not Used
11343,201343,30-08-2023,SKU6774,Electronics Product 1343,Electronics,2,918.45,18.42,Not Used
11344,201344,08-01-2023,SKU6363,Electronics Product 1344,Electronics,3,947.13,41.98,Not Used
11345,201345,31-10-2023,SKU8891,Electronics Product 1345,Electronics,3,176.12,11.06,Used
11346,201346,07-12-2023,SKU7850,Apparel Product 1346,Apparel,4,269.2,38.42,Used
11347,201347,12-02-2023,SKU2063,Home Decor Product 1347,Home Decor,2,813.52,18,Not Used
11348,201348,01-09-2023,SKU7659,Electronics Product 1348,Electronics,4,523.1,44.76,Used
11349,201349,30-06-2023,SKU4748,Home Decor Product 1349,Home Decor,2,458.5,24.27,Used
11350,201350,26-03-2023,SKU5545,Electronics Product 1350,Electronics,3,713.52,12.73,Used
11351,201351,04-06-2023,SKU3732,Home Decor Product 1351,Home Decor,4,605.91,49.36,Used
11352,201352,02-10-2023,SKU2872,Sports Product 1352,Sports,2,971.01,12.95,Not Used
11353,201353,23-01-2023,SKU5720,Sports Product 1353,Sports,3,588.13,30.54,Not Used
11354,201354,25-04-2023,SKU2969,Home Decor Product 1354,Home Decor,3,471.31,30.62,Used
11355,201355,02-11-2023,SKU1318,Electronics Product 1355,Electronics,1,547.39,21.78,Not Used
11356,201356,26-10-2023,SKU4717,Apparel Product 1356,Apparel,4,810.45,47.82,Not Used
11357,201357,09-04-2023,SKU6491,Home Decor Product 1357,Home Decor,1,616.55,42.97,Not Used
11358,201358,14-04-2023,SKU2374,Beauty Product 1358,Beauty,3,650.58,42.34,Used
11359,201359,20-02-2023,SKU6442,Apparel Product 1359,Apparel,4,971.72,48.84,Not Used
11360,201360,28-12-2023,SKU9679,Beauty Product 1360,Beauty,4,622.21,25.57,Used
11361,201361,22-04-2023,SKU1450,Home Decor Product 1361,Home Decor,5,386.48,9.37,Not Used
11362,201362,01-09-2023,SKU9544,Electronics Product 1362,Electronics,2,694.41,39.45,Not Used
11363,201363,18-06-2023,SKU8180,Beauty Product 1363,Beauty,5,662.86,22.14,Not Used
11364,201364,13-03-2023,SKU2940,Home Decor Product 1364,Home Decor,5,23.71,13.57,Not Used
11365,201365,19-05-2023,SKU3367,Apparel Product 1365,Apparel,3,472.66,26.75,Used
11366,201366,02-12-2023,SKU8887,Electronics Product 1366,Electronics,2,745.47,46.66,Not Used
11367,201367,19-08-2023,SKU1247,Beauty Product 1367,Beauty,5,504.05,12.71,Not Used
11368,201368,27-08-2023,SKU4503,Home Decor Product 1368,Home Decor,5,781.82,43.19,Not Used
11369,201369,10-09-2023,SKU9759,Electronics Product 1369,Electronics,4,456.37,23.82,Not Used
11370,201370,18-02-2023,SKU9875,Electronics Product 1370,Electronics,3,983.49,11.16,Not Used
11371,201371,30-10-2023,SKU9835,Sports Product 1371,Sports,5,299.96,43.18,Used
11372,201372,13-03-2023,SKU1478,Electronics Product 1372,Electronics,2,101.2,48.63,Used
11373,201373,20-09-2023,SKU3760,Home Decor Product 1373,Home Decor,1,435.71,18.11,Used
11374,201374,18-11-2023,SKU8968,Apparel Product 1374,Apparel,1,546.29,18.66,Used
11375,201375,10-08-2023,SKU6940,Sports Product 1375,Sports,3,355.6,22.57,Not Used
11376,201376,18-03-2023,SKU5452,Home Decor Product 1376,Home Decor,1,249.86,41.64,Used
11377,201377,03-03-2023,SKU2368,Home Decor Product 1377,Home Decor,4,675.34,5.47,Used
11378,201378,06-06-2023,SKU3226,Home Decor Product 1378,Home Decor,4,383.35,15.08,Not Used
11379,201379,21-10-2023,SKU4612,Beauty Product 1379,Beauty,2,635.05,36.77,Used
11380,201380,05-05-2023,SKU6562,Beauty Product 1380,Beauty,3,781.28,23.25,Used
11381,201381,17-08-2023,SKU2059,Apparel Product 1381,Apparel,3,763.39,19.86,Not Used
11382,201382,06-12-2023,SKU2644,Home Decor Product 1382,Home Decor,1,381.56,44.25,Used
11383,201383,10-06-2023,SKU6265,Beauty Product 1383,Beauty,5,572.22,46.28,Used
11384,201384,29-01-2023,SKU2811,Beauty Product 1384,Beauty,5,455.16,47.66,Used
11385,201385,24-04-2023,SKU3193,Beauty Product 1385,Beauty,5,872.1,17.26,Used
11386,201386,20-03-2023,SKU1167,Apparel Product 1386,Apparel,2,879.97,46.06,Not Used
11387,201387,23-01-2023,SKU8442,Apparel Product 1387,Apparel,3,350.3,38.16,Used
11388,201388,16-04-2023,SKU5182,Home Decor Product 1388,Home Decor,1,100.82,11.94,Not Used
11389,201389,11-05-2023,SKU9345,Sports Product 1389,Sports,2,175.91,32.46,Not Used
11390,201390,23-12-2023,SKU3544,Home Decor Product 1390,Home Decor,4,373.33,6.19,Not Used
11391,201391,22-06-2023,SKU4868,Beauty Product 1391,Beauty,4,568.61,36.88,Not Used
11392,201392,21-09-2023,SKU9506,Beauty Product 1392,Beauty,4,660.22,38.01,Used
11393,201393,08-12-2023,SKU6950,Electronics Product 1393,Electronics,3,338.06,40.52,Used
11394,201394,12-10-2023,SKU9914,Home Decor Product 1394,Home Decor,4,670.82,12.76,Used
11395,201395,02-01-2023,SKU3309,Beauty Product 1395,Beauty,5,938.36,33.27,Not Used
11396,201396,21-08-2023,SKU7630,Beauty Product 1396,Beauty,4,655.49,13.05,Not Used
11397,201397,08-09-2023,SKU7686,Sports Product 1397,Sports,2,166.98,47.6,Not Used
11398,201398,17-11-2023,SKU3023,Electronics Product 1398,Electronics,4,583.87,35.38,Used
11399,201399,18-04-2023,SKU1349,Home Decor Product 1399,Home Decor,5,546.48,9.29,Used
11400,201400,03-10-2023,SKU9629,Apparel Product 1400,Apparel,4,871.99,13.42,Used
11401,201401,29-06-2023,SKU9360,Home Decor Product 1401,Home Decor,1,356.8,34.86,Used
11402,201402,01-08-2023,SKU8953,Home Decor Product 1402,Home Decor,5,428.72,26.45,Used
11403,201403,20-10-2023,SKU4301,Sports Product 1403,Sports,3,602.67,38.13,Used
11404,201404,13-03-2023,SKU5118,Home Decor Product 1404,Home Decor,4,529.18,17.64,Not Used
11405,201405,10-10-2023,SKU7819,Sports Product 1405,Sports,2,721.83,34.61,Not Used
11406,201406,24-06-2023,SKU3769,Sports Product 1406,Sports,4,49.99,12.96,Used
11407,201407,03-05-2023,SKU5499,Beauty Product 1407,Beauty,2,567.88,29.47,Not Used
11408,201408,15-08-2023,SKU3180,Apparel Product 1408,Apparel,1,130.46,48.1,Used
11409,201409,28-10-2023,SKU4345,Sports Product 1409,Sports,3,322.06,33.27,Not Used
11410,201410,24-03-2023,SKU3665,Electronics Product 1410,Electronics,5,665.01,7.25,Used
11411,201411,10-09-2023,SKU9423,Electronics Product 1411,Electronics,5,165.84,49.49,Used
11412,201412,26-05-2023,SKU3542,Apparel Product 1412,Apparel,3,315.75,12.06,Used
11413,201413,30-04-2023,SKU6440,Sports Product 1413,Sports,1,705.98,37.31,Not Used
11414,201414,06-03-2023,SKU9148,Apparel Product 1414,Apparel,1,654.3,28.96,Used
11415,201415,08-10-2023,SKU8110,Beauty Product 1415,Beauty,4,100.13,18.25,Not Used
11416,201416,10-10-2023,SKU4880,Electronics Product 1416,Electronics,1,581.5,12.98,Used
11417,201417,16-04-2023,SKU3737,Home Decor Product 1417,Home Decor,4,155.78,13,Not Used
11418,201418,27-10-2023,SKU3431,Electronics Product 1418,Electronics,2,259.75,43.63,Not Used
11419,201419,17-04-2023,SKU2387,Sports Product 1419,Sports,3,464.62,44.28,Used
11420,201420,05-02-2023,SKU4365,Apparel Product 1420,Apparel,2,118.25,25.93,Used
11421,201421,27-05-2023,SKU3439,Electronics Product 1421,Electronics,2,993.71,9.66,Used
11422,201422,19-09-2023,SKU2316,Home Decor Product 1422,Home Decor,2,173.72,44.79,Not Used
11423,201423,08-06-2023,SKU6204,Home Decor Product 1423,Home Decor,2,783.5,26.92,Used
11424,201424,22-09-2023,SKU6004,Apparel Product 1424,Apparel,5,831.54,24.74,Used
11425,201425,21-07-2023,SKU1684,Apparel Product 1425,Apparel,1,994.52,23.33,Not Used
11426,201426,04-06-2023,SKU7440,Electronics Product 1426,Electronics,3,434.37,21.43,Not Used
11427,201427,13-01-2023,SKU4087,Sports Product 1427,Sports,3,875.35,28.67,Not Used
11428,201428,24-10-2023,SKU3113,Beauty Product 1428,Beauty,2,957.96,32.2,Used
11429,201429,18-11-2023,SKU1957,Home Decor Product 1429,Home Decor,3,181.17,25.99,Used
11430,201430,26-03-2023,SKU6778,Apparel Product 1430,Apparel,4,484.64,45.35,Used
11431,201431,07-10-2023,SKU9079,Beauty Product 1431,Beauty,3,69.41,19.29,Used
11432,201432,02-09-2023,SKU7028,Beauty Product 1432,Beauty,2,624.52,31.02,Not Used
11433,201433,27-10-2023,SKU6700,Beauty Product 1433,Beauty,3,585.59,18.5,Not Used
11434,201434,28-12-2023,SKU4094,Sports Product 1434,Sports,1,212.09,38.9,Not Used
11435,201435,20-12-2023,SKU3807,Apparel Product 1435,Apparel,2,799.92,9.6,Used
11436,201436,12-11-2023,SKU8582,Home Decor Product 1436,Home Decor,5,46.9,13.49,Not Used
11437,201437,09-01-2023,SKU1887,Apparel Product 1437,Apparel,1,808.17,41.05,Used
11438,201438,04-09-2023,SKU7015,Electronics Product 1438,Electronics,3,36.38,13.24,Not Used
11439,201439,08-11-2023,SKU6424,Home Decor Product 1439,Home Decor,5,660.26,33.16,Not Used
11440,201440,05-10-2023,SKU4993,Apparel Product 1440,Apparel,1,87.98,48.66,Used
11441,201441,26-08-2023,SKU4084,Home Decor Product 1441,Home Decor,4,258.71,28.53,Not Used
11442,201442,22-07-2023,SKU1875,Electronics Product 1442,Electronics,1,724.69,13.43,Not Used
11443,201443,04-09-2023,SKU6269,Home Decor Product 1443,Home Decor,5,287.6,19.43,Used
11444,201444,23-08-2023,SKU8508,Beauty Product 1444,Beauty,4,516.06,42.06,Not Used
11445,201445,22-03-2023,SKU4996,Sports Product 1445,Sports,3,916.1,20.82,Used
11446,201446,22-12-2023,SKU1556,Electronics Product 1446,Electronics,2,59.14,37.56,Not Used
11447,201447,13-01-2023,SKU6293,Home Decor Product 1447,Home Decor,3,812.97,39.98,Not Used
11448,201448,23-11-2023,SKU9900,Electronics Product 1448,Electronics,2,74.62,27.55,Used
11449,201449,16-01-2023,SKU1717,Beauty Product 1449,Beauty,2,135.53,40.24,Used
11450,201450,14-02-2023,SKU4665,Sports Product 1450,Sports,5,128.13,19.26,Used
11451,201451,17-11-2023,SKU7547,Electronics Product 1451,Electronics,4,994.16,28.23,Not Used
11452,201452,19-05-2023,SKU6196,Beauty Product 1452,Beauty,4,188.38,35.9,Not Used
11453,201453,22-11-2023,SKU3019,Beauty Product 1453,Beauty,1,897.79,12.56,Used
11454,201454,28-05-2023,SKU9482,Beauty Product 1454,Beauty,3,991.02,17.31,Used
11455,201455,21-12-2023,SKU3183,Home Decor Product 1455,Home Decor,5,389.95,34.34,Used
11456,201456,24-08-2023,SKU4879,Apparel Product 1456,Apparel,3,634.74,34.49,Used
11457,201457,10-07-2023,SKU3936,Electronics Product 1457,Electronics,1,781.3,27.2,Not Used
11458,201458,11-04-2023,SKU7691,Apparel Product 1458,Apparel,1,398.72,40.8,Not Used
11459,201459,15-04-2023,SKU8045,Beauty Product 1459,Beauty,5,170.2,26.69,Used
11460,201460,07-09-2023,SKU3813,Apparel Product 1460,Apparel,1,439.43,44.66,Used
11461,201461,04-04-2023,SKU2237,Beauty Product 1461,Beauty,5,774.17,38.12,Not Used
11462,201462,08-08-2023,SKU5841,Beauty Product 1462,Beauty,1,782.96,19.16,Not Used
11463,201463,25-10-2023,SKU4043,Sports Product 1463,Sports,4,238.23,22.79,Not Used
11464,201464,05-12-2023,SKU7472,Sports Product 1464,Sports,5,183.22,35.05,Not Used
11465,201465,13-05-2023,SKU4087,Apparel Product 1465,Apparel,4,921.36,45.25,Not Used
11466,201466,27-12-2023,SKU4558,Electronics Product 1466,Electronics,4,53.56,13.04,Not Used
11467,201467,04-06-2023,SKU6293,Apparel Product 1467,Apparel,5,737.39,28.16,Used
11468,201468,28-01-2023,SKU9890,Electronics Product 1468,Electronics,3,55.96,10.35,Used
11469,201469,09-10-2023,SKU3853,Apparel Product 1469,Apparel,2,839.52,17.58,Not Used
11470,201470,26-04-2023,SKU2845,Home Decor Product 1470,Home Decor,1,906.36,35.87,Used
11471,201471,01-11-2023,SKU7362,Home Decor Product 1471,Home Decor,1,304.44,8.5,Used
11472,201472,22-08-2023,SKU7656,Electronics Product 1472,Electronics,3,83.2,34.81,Not Used
11473,201473,01-01-2023,SKU8566,Sports Product 1473,Sports,2,485.88,45.54,Not Used
11474,201474,14-12-2023,SKU4182,Electronics Product 1474,Electronics,3,305.48,48.62,Used
11475,201475,28-08-2023,SKU1463,Apparel Product 1475,Apparel,2,422.96,14.75,Not Used
11476,201476,27-02-2023,SKU4860,Beauty Product 1476,Beauty,5,668.34,38.7,Not Used
11477,201477,01-12-2023,SKU6760,Home Decor Product 1477,Home Decor,5,217.73,46.69,Used
11478,201478,02-07-2023,SKU8260,Beauty Product 1478,Beauty,4,363.38,9.11,Used
11479,201479,03-12-2023,SKU1450,Home Decor Product 1479,Home Decor,4,784.74,23.63,Used
11480,201480,26-01-2023,SKU2915,Apparel Product 1480,Apparel,5,647.32,46.37,Not Used
11481,201481,18-03-2023,SKU4622,Home Decor Product 1481,Home Decor,4,333.01,14.13,Used
11482,201482,05-08-2023,SKU8076,Electronics Product 1482,Electronics,5,667.66,47.02,Not Used
11483,201483,24-11-2023,SKU1315,Beauty Product 1483,Beauty,3,767.66,28.72,Not Used
11484,201484,21-11-2023,SKU5766,Beauty Product 1484,Beauty,1,596.56,9.5,Used
11485,201485,19-09-2023,SKU5793,Apparel Product 1485,Apparel,5,247.1,25.24,Used
11486,201486,23-01-2023,SKU2376,Beauty Product 1486,Beauty,5,10.24,19.68,Not Used
11487,201487,01-09-2023,SKU3815,Apparel Product 1487,Apparel,5,804.82,17.7,Not Used
11488,201488,07-06-2023,SKU2262,Sports Product 1488,Sports,4,824.41,29.37,Not Used
11489,201489,25-07-2023,SKU3925,Electronics Product 1489,Electronics,4,700.63,26.76,Not Used
11490,201490,06-11-2023,SKU4468,Home Decor Product 1490,Home Decor,4,85.82,26.69,Used
11491,201491,28-03-2023,SKU5021,Home Decor Product 1491,Home Decor,4,589.37,8.97,Used
11492,201492,24-09-2023,SKU5409,Home Decor Product 1492,Home Decor,3,822.81,41.1,Used
11493,201493,14-05-2023,SKU1547,Sports Product 1493,Sports,5,395.77,26.66,Used
11494,201494,24-09-2023,SKU5891,Electronics Product 1494,Electronics,3,206.02,41.94,Not Used
11495,201495,29-11-2023,SKU4523,Beauty Product 1495,Beauty,4,591.75,42.11,Not Used
11496,201496,25-09-2023,SKU8042,Beauty Product 1496,Beauty,3,828.04,19.27,Used
11497,201497,22-02-2023,SKU6605,Electronics Product 1497,Electronics,5,58.38,5.2,Used
11498,201498,09-04-2023,SKU1106,Electronics Product 1498,Electronics,5,600.98,46.01,Not Used
11499,201499,04-09-2023,SKU3984,Home Decor Product 1499,Home Decor,4,646.74,39.23,Not Used
11500,201500,05-02-2023,SKU6468,Beauty Product 1500,Beauty,5,606.34,9.83,Not Used
11501,201501,28-01-2023,SKU6852,Electronics Product 1501,Electronics,3,653.53,36.58,Used
11502,201502,08-08-2023,SKU2250,Beauty Product 1502,Beauty,2,635.06,5.9,Used
11503,201503,12-04-2023,SKU7739,Electronics Product 1503,Electronics,5,139.1,6.25,Not Used
11504,201504,20-09-2023,SKU7132,Apparel Product 1504,Apparel,3,242.59,28.66,Used
11505,201505,28-09-2023,SKU2611,Home Decor Product 1505,Home Decor,3,622.8,9.32,Not Used
11506,201506,12-08-2023,SKU8928,Electronics Product 1506,Electronics,3,27.52,48.4,Used
11507,201507,19-05-2023,SKU2790,Sports Product 1507,Sports,5,638.4,45.22,Not Used
11508,201508,07-10-2023,SKU8217,Electronics Product 1508,Electronics,2,668.73,34.24,Used
11509,201509,13-10-2023,SKU1867,Apparel Product 1509,Apparel,4,246.78,7.87,Not Used
11510,201510,07-09-2023,SKU3769,Sports Product 1510,Sports,4,602.15,19.62,Used
11511,201511,18-11-2023,SKU1327,Sports Product 1511,Sports,5,538.75,21.73,Not Used
11512,201512,13-11-2023,SKU4816,Electronics Product 1512,Electronics,5,268.08,26.64,Not Used
11513,201513,19-03-2023,SKU4148,Apparel Product 1513,Apparel,1,468.34,12.6,Not Used
11514,201514,24-10-2023,SKU7776,Sports Product 1514,Sports,2,910.53,30.99,Not Used
11515,201515,04-12-2023,SKU3555,Home Decor Product 1515,Home Decor,3,432.34,24.61,Used
11516,201516,03-11-2023,SKU5336,Home Decor Product 1516,Home Decor,3,633.55,47.63,Not Used
11517,201517,17-12-2023,SKU3482,Beauty Product 1517,Beauty,4,45,47.13,Not Used
11518,201518,13-01-2023,SKU4099,Beauty Product 1518,Beauty,5,87.02,30.45,Not Used
11519,201519,12-12-2023,SKU6786,Apparel Product 1519,Apparel,2,90.49,34,Used
11520,201520,23-03-2023,SKU7732,Sports Product 1520,Sports,4,780.46,11.2,Not Used
11521,201521,09-01-2023,SKU8985,Home Decor Product 1521,Home Decor,2,356.75,15.05,Used
11522,201522,01-08-2023,SKU7054,Home Decor Product 1522,Home Decor,5,235.34,45.53,Not Used
11523,201523,17-02-2023,SKU1568,Apparel Product 1523,Apparel,3,749.85,36.46,Not Used
11524,201524,18-02-2023,SKU2654,Sports Product 1524,Sports,1,178.26,13.52,Not Used
11525,201525,05-11-2023,SKU8132,Apparel Product 1525,Apparel,2,254.03,30.66,Not Used
11526,201526,09-02-2023,SKU4733,Electronics Product 1526,Electronics,3,436.62,47.06,Used
11527,201527,29-12-2023,SKU4229,Home Decor Product 1527,Home Decor,2,338.12,20.53,Used
11528,201528,07-10-2023,SKU7811,Apparel Product 1528,Apparel,2,589.54,13.36,Not Used
11529,201529,14-08-2023,SKU9342,Apparel Product 1529,Apparel,2,344.46,47.39,Not Used
11530,201530,18-04-2023,SKU2795,Electronics Product 1530,Electronics,5,399.02,25.76,Not Used
11531,201531,02-09-2023,SKU7539,Beauty Product 1531,Beauty,4,864.26,23.78,Used
11532,201532,12-09-2023,SKU9540,Home Decor Product 1532,Home Decor,2,885.69,17.04,Not Used
11533,201533,02-02-2023,SKU7214,Apparel Product 1533,Apparel,5,829.43,45.12,Used
11534,201534,23-01-2023,SKU9588,Home Decor Product 1534,Home Decor,1,866.18,43.05,Used
11535,201535,29-11-2023,SKU7145,Beauty Product 1535,Beauty,4,574.03,23.13,Not Used
11536,201536,23-02-2023,SKU3609,Apparel Product 1536,Apparel,5,649.77,6.38,Used
11537,201537,05-11-2023,SKU9337,Electronics Product 1537,Electronics,1,561.6,25.1,Not Used
11538,201538,18-02-2023,SKU3226,Home Decor Product 1538,Home Decor,4,787.73,13.14,Used
11539,201539,19-03-2023,SKU9455,Electronics Product 1539,Electronics,5,555.49,11.42,Not Used
11540,201540,02-12-2023,SKU6930,Beauty Product 1540,Beauty,1,119.97,22.69,Not Used
11541,201541,24-12-2023,SKU7842,Beauty Product 1541,Beauty,5,811.48,9.46,Not Used
11542,201542,02-05-2023,SKU4080,Home Decor Product 1542,Home Decor,1,762.98,48.09,Not Used
11543,201543,25-12-2023,SKU1987,Beauty Product 1543,Beauty,2,822.1,7.14,Not Used
11544,201544,31-03-2023,SKU2360,Sports Product 1544,Sports,2,198.53,23.06,Not Used
11545,201545,12-12-2023,SKU8050,Home Decor Product 1545,Home Decor,4,278.9,12.32,Used
11546,201546,12-07-2023,SKU8546,Sports Product 1546,Sports,1,302.79,36,Used
11547,201547,01-09-2023,SKU2726,Beauty Product 1547,Beauty,2,513,8.55,Used
11548,201548,29-05-2023,SKU1907,Home Decor Product 1548,Home Decor,4,142.54,29.61,Not Used
11549,201549,26-05-2023,SKU3824,Sports Product 1549,Sports,3,391.53,39.79,Not Used
11550,201550,12-11-2023,SKU9025,Beauty Product 1550,Beauty,2,190.34,47.75,Not Used
11551,201551,21-05-2023,SKU9390,Apparel Product 1551,Apparel,2,272.12,36.43,Not Used
11552,201552,13-10-2023,SKU3455,Apparel Product 1552,Apparel,5,709.32,9.48,Not Used
11553,201553,05-12-2023,SKU6208,Electronics Product 1553,Electronics,3,856.26,8.98,Not Used
11554,201554,21-04-2023,SKU8774,Apparel Product 1554,Apparel,1,32.68,37.92,Used
11555,201555,18-04-2023,SKU4365,Sports Product 1555,Sports,4,570.24,14.69,Not Used
11556,201556,08-10-2023,SKU6279,Apparel Product 1556,Apparel,3,45.7,25.13,Not Used
11557,201557,19-02-2023,SKU6951,Home Decor Product 1557,Home Decor,1,94.4,48.95,Not Used
11558,201558,14-01-2023,SKU7697,Home Decor Product 1558,Home Decor,2,708.03,41.9,Not Used
11559,201559,14-05-2023,SKU9769,Home Decor Product 1559,Home Decor,4,738.25,43.1,Not Used
11560,201560,17-03-2023,SKU7676,Apparel Product 1560,Apparel,4,815.84,43.73,Used
11561,201561,25-03-2023,SKU2020,Apparel Product 1561,Apparel,3,479.5,32.88,Not Used
11562,201562,09-12-2023,SKU4844,Electronics Product 1562,Electronics,5,861.21,38.48,Not Used
11563,201563,07-06-2023,SKU4573,Beauty Product 1563,Beauty,1,175.17,21.15,Used
11564,201564,13-10-2023,SKU6442,Electronics Product 1564,Electronics,3,257.22,49.93,Used
11565,201565,10-11-2023,SKU8914,Sports Product 1565,Sports,5,143.16,17.58,Not Used
11566,201566,04-04-2023,SKU7058,Home Decor Product 1566,Home Decor,5,799.56,31.55,Used
11567,201567,24-10-2023,SKU8951,Apparel Product 1567,Apparel,5,236.39,17.69,Used
11568,201568,04-04-2023,SKU9802,Beauty Product 1568,Beauty,4,163.96,10.04,Not Used
11569,201569,26-02-2023,SKU9520,Beauty Product 1569,Beauty,1,626.88,30.54,Used
11570,201570,13-06-2023,SKU1546,Apparel Product 1570,Apparel,1,86.31,20.9,Not Used
11571,201571,16-11-2023,SKU9530,Electronics Product 1571,Electronics,3,54.45,31.24,Used
11572,201572,08-04-2023,SKU4181,Beauty Product 1572,Beauty,2,115.65,30.14,Not Used
11573,201573,16-01-2023,SKU9998,Electronics Product 1573,Electronics,3,10.24,29.4,Not Used
11574,201574,10-12-2023,SKU4987,Apparel Product 1574,Apparel,1,700.02,10.55,Used
11575,201575,19-03-2023,SKU4333,Electronics Product 1575,Electronics,4,566.61,24.81,Used
11576,201576,12-12-2023,SKU3740,Home Decor Product 1576,Home Decor,3,217.78,41.54,Not Used
11577,201577,13-03-2023,SKU5901,Apparel Product 1577,Apparel,2,240.67,19.18,Not Used
11578,201578,27-09-2023,SKU6708,Apparel Product 1578,Apparel,3,812.86,24.97,Used
11579,201579,14-10-2023,SKU3082,Beauty Product 1579,Beauty,5,506.8,27.22,Not Used
11580,201580,07-03-2023,SKU5652,Beauty Product 1580,Beauty,2,701.54,43.82,Used
11581,201581,09-03-2023,SKU5586,Beauty Product 1581,Beauty,5,458.23,34.5,Used
11582,201582,12-07-2023,SKU1260,Home Decor Product 1582,Home Decor,4,245.34,9.51,Used
11583,201583,24-02-2023,SKU4796,Home Decor Product 1583,Home Decor,1,970.7,43.93,Not Used
11584,201584,17-06-2023,SKU6982,Sports Product 1584,Sports,3,569.99,42.44,Not Used
11585,201585,25-01-2023,SKU1500,Apparel Product 1585,Apparel,3,139.67,38.91,Used
11586,201586,11-05-2023,SKU2015,Beauty Product 1586,Beauty,5,412.03,25.97,Used
11587,201587,21-11-2023,SKU9105,Apparel Product 1587,Apparel,5,336.04,39.09,Not Used
11588,201588,12-04-2023,SKU8664,Electronics Product 1588,Electronics,1,221.95,26.54,Not Used
11589,201589,09-10-2023,SKU4963,Home Decor Product 1589,Home Decor,3,934.11,38.15,Not Used
11590,201590,23-10-2023,SKU6318,Sports Product 1590,Sports,1,882.11,44.6,Used
11591,201591,21-10-2023,SKU3706,Electronics Product 1591,Electronics,5,207.16,45.07,Used
11592,201592,20-09-2023,SKU7135,Apparel Product 1592,Apparel,5,358.63,25.46,Not Used
11593,201593,30-04-2023,SKU6781,Home Decor Product 1593,Home Decor,2,764.69,43.67,Used
